arxiv_id,area,claim_id,claim_type,claim_text,verdict,evidence,level_reached,note
PAPER-1-SELF,A0_paper_1_self,method2,METHOD_COMPONENT,"""Using different base models and different framings was intended to decorrelate rater error"" -- Pass A on claude-fable-5, Pass B on claude-opus-5.",NOT_LOCATED,"The model assignment is asserted in prose only: protocol/screening-prompts.md lines 5-7 ('Pass A on Claude Fable 5 (claude-fable-5), Pass B on Claude Opus 5 (claude-opus-5)') and code/analyze.py lines 72-73, which hard-code that sentence into RESULTS.md rather than reading it from data. Searches performed: header inspection of data/screening-decisions.csv (fields are arxiv_id, passA_decision, pass",R2,"Two distinct prompts are released, but nothing in the artifact records which model produced any individual decision, so the decorrelation claim cannot be checked by a reader."
PAPER-1-SELF,A0_paper_1_self,method3,METHOD_COMPONENT,"""Raw agreement was 83.3% (kappa = 0.71 three-way; kappa = 0.80 for include versus not), leaving 292 decisions (21.5%) requiring adjudication.""",SUPPORTED,"data/screening-decisions.csv: Counter over the agreement column gives exactly {'agree': 1067, 'needs_adjudication': 292}; 292/1359 = 21.5%, and 1067 matches \nAgreedLayerOne{1067}. code/analyze.py lines 66-80 recomputes raw agreement and Cohen's kappa from the passA/passB columns. Caveat found: the adjudication itself was never executed -- every one of the 1,359 rows has adjudicated='0', all 292 n",R2,"The counts reproduce exactly; the protocol's own adjudication step was silently replaced rather than performed, which the amendment does not say in so many words."
PAPER-1-SELF,A0_paper_1_self,method4,METHOD_COMPONENT,"""We therefore wrote amendment A1: seven boundary rules with four refined exclusion codes ... Layer 2 therefore re-screened all 1,359 candidates under the amended criteria in a single rule-application pass.""",SUPPORTED,"protocol/amendments.md defines BR1-BR7 (lines 42-71) and four new codes EC6_ASSISTIVE, EC7_HUMAN_AI_USE, EC8_GENERIC_ANALYSIS, EC9_GENERIC_DEEPRESEARCH (lines 33-38). data/screening-final.csv has exactly 1,359 rows, 0 with a blank justification, and its rule_applied column shows every rule actually used: BR7 233, BR4 141, BR2 141, BR5 121, BR1 89, BR6 87, BR3 39, 'none' 508. code/screen.py rescree",R2,"Of the four new codes, EC9_GENERIC_DEEPRESEARCH now appears 0 times in the final file because amendment A2b retired it; EC6 (52), EC7 (57), EC8 (62) remain."
PAPER-1-SELF,A0_paper_1_self,method5,METHOD_COMPONENT,"""[Layer 2] reversed 65 decisions on which both Layer-1 passes had unanimously agreed.""",DIVERGENT,"The macro \nReversals{65} is not recomputed from the decisions; code/analyze.py line 204 counts the stored flag column reverses_unanimous_include=='1' in data/screening-final.csv. That flag is written once by code/screen.py rescreen_merge() (lines 195-196) and is never refreshed by code/a2_rescreen.py apply() (lines 74-85), which rewrites final_decision only. Recomputing from the released final fi",R2,"The published number is a frozen pre-amendment flag that the released data no longer reproduces: a reader recomputing gets 44, or 121 counting both directions."
PAPER-1-SELF,A0_paper_1_self,method6,METHOD_COMPONENT,"""Amendment A2 ... the human overruled boundary rule BR7 ... Re-screening the affected set moved 183 papers into the corpus.""",SUPPORTED,"code/a2_rescreen.py affected() (lines 24-35) implements exactly the affected set that protocol/amendments.md A2b 'Application' (lines 140-144) specifies: excluded papers where rule_applied=='BR7', or final_reason=='EC9_GENERIC_DEEPRESEARCH', or title/abstract matches /deep\s+research(er)?/i. Deterministic check against git: the pre-A2b screening file (git show ecbdc22:data/screening-final.csv) has",R2,The 183 figure reproduces exactly from the repository's own git history and the released affected-set script.
PAPER-1-SELF,A0_paper_1_self,method7,METHOD_COMPONENT,"""The error was not a misjudgement but an unenforced invariant ... That check now runs as a gate on every regeneration of the analysis.""",DIVERGENT,"The checks exist: code/check_consistency.py implements five named rules C1 (included but coded L0_ASSISTIVE, i.e. amendment A1/BR1), C2 (SYSTEM/CASE_STUDY with D2=NA), C3 (non-system with an autonomy level), C4 (UNCLEAR without needs_fulltext), C5 (POSITION/SURVEY credited with lifecycle stages), and running it reports 'corpus: 807 coded papers / no internal-consistency violations' and writes an e",R2,"The invariant check is a standalone script a human must remember to run, not a gate on regeneration as the Corrections section states."
PAPER-1-SELF,A0_paper_1_self,method8,METHOD_COMPONENT,"""The audit worksheet remains in the repository, and we would welcome its completion by anyone"" -- per amendment A1, an audit of ""a stratified random sample of >=30 Layer-2 decisions plus every paper where Layer 2 reverses a unanimous Layer-1 include.""",DIVERGENT,"code/audit_sample.py sets N_INCLUDE=15, N_EXCLUDE=15, N_REVERSAL=10 and draws the reversal stratum with rng.sample(rev, min(10, len(rev))) (line 47), so it covers 10 of the 65 flagged reversals, not 'every paper where Layer 2 reverses a unanimous Layer-1 include' as protocol/amendments.md line 87 specifies. data/screening-audit-key.csv has 40 rows (Counter of stratum: INCLUDE 15, EXCLUDE 15, REVER",R2,"The offered worksheet samples 10 of 65 reversals rather than all of them, and 6 of its 40 items no longer match the released decisions."
PAPER-1-SELF,A0_paper_1_self,method9,METHOD_COMPONENT,"""Every number in the paper is generated into a macro file by the analysis script; none is transcribed by hand.""",CONTRADICTED,"A deterministic scan of paper/*.tex excluding numbers.tex (stripping comments, \label/\ref/\includegraphics arguments and bracket options) finds 132 numeric literals typed directly into the sources. Excluding years and DOIs, the data-derived ones include the entire coding-reliability paragraph in paper/sections-method.tex -- 149, 0.92, 0.87, 0.86, 0.83, 0.78, 0.92, 0.81, 0.37, 50, 92.6%, 0.78, 77.",R2,"The completeness claim fails: at least 30 data-derived statistics are hand-typed, and the reliability figures cannot be recomputed from any released file."
PAPER-1-SELF,A0_paper_1_self,numeric1,NUMERIC_RESULT,Every number in the paper is generated into a macro file by the analysis script; none is transcribed by hand. (paper/sections-close.tex L287-288; README.md L67-68: 'Every reported number is generated from a released CSV by code/analyze.py - none is transcribed by hand.'),CONTRADICTED,"A regex scan of the six prose .tex sources (paper/main.tex, sections-intro.tex, sections-method.tex, sections-results.tex, sections-reflexive.tex, sections-close.tex) finds roughly 40 own-study statistics typed as literals with no macro backing. Non-exhaustive list with file:line: sections-method.tex:162 '149 papers'; :165-167 kappa 0.92, 0.87, 0.86, 0.83, 0.78, 0.92, 0.81; :169 kappa=0.37; :170 '",R2,"The whole of Section 3.5 (coding reliability), the entire error-rate taxonomy, and every corpus-construction figure are hand-transcribed literals, so the completeness claim is false as written."
PAPER-1-SELF,A0_paper_1_self,numeric2,NUMERIC_RESULT,A double-coding study of 149 papers puts substantial reliability behind nine of ten coded dimensions (main.tex L49-50); 'Nine of the ten dimensions reach substantial agreement' (sections-method.tex L165).,CONTRADICTED,"data/coding-reliability.csv, the file the released code (code/coding_reliability.py, score()) writes, has exactly ten rows and an 'interpretation' column set by the script's own thresholds. Eight rows read 'substantial' (D1 0.92, D2 0.779, D4 0.83, D7_code 0.863, D7_data 0.93, D8 0.875, D5 0.917, D6 0.812); D3 lifecycle stages reads 'moderate' (agreement 0.497 exact, Jaccard 0.627) and D9 human ro",R2,"The artifact's own machine-written CSV shows 8 of 10 substantial; both the abstract and Section 3.5 say nine, and the one dropped dimension is silently omitted from the paper."
PAPER-1-SELF,A0_paper_1_self,numeric3,NUMERIC_RESULT,"Full text was retrieved for \nArtAttempted{} [811] papers, of which \nArtFailed{} [2] failed to parse and are recorded as failures rather than as absences of a repository. Artifact percentages are computed over the \nArtChecked{} [805] papers that parsed. (sections-method.tex L152-154)",CONTRADICTED,"data/artifact-verification.csv has 811 data rows; status counts are 809 'ok' and 2 'error: HTTPError'. 811 minus 2 is 809, not the 805 the sentence gives as 'the papers that parsed'. code/analyze.py L363-365 in fact computes nArtChecked as the coded-corpus rows whose artifact status is 'ok' -- i.e. it intersects the 809 successful parses with the 807-paper v3 corpus, dropping 4 papers (2407.12888,",R2,"The three macros are each individually correct, but the sentence composing them asserts arithmetic (811 - 2 = 805) that the released CSV falsifies."
PAPER-1-SELF,A0_paper_1_self,numeric4,NUMERIC_RESULT,"The human overruled boundary rule BR7 ... Re-screening the affected set moved 183 papers into the corpus (sections-method.tex L120-121); 'that single reversal changed the corpus by 183 papers' (sections-intro.tex L87, sections-results.tex L199, sections-reflexive.tex L78, sections-close.tex L223).",DIVERGENT,"data/screening-final.csv carries a rule_applied column; a deterministic count gives rule_applied=='BR7' for 233 records, all 233 with final_decision=='include', and all 233 present in data/coded-corpus.csv. The paper's own robustness table implicitly uses that figure: \nNoBRSeven = 574 (numbers.tex L106) and code/analyze.py L328-332 computes it as the coded corpus minus the BR7 set, so 807 - 233 =",R2,The most-repeated number in the reflexive narrative (183) is a superseded v1 intermediate; the released data supports 233 BR7 entrants in the v3 corpus.
PAPER-1-SELF,A0_paper_1_self,numeric5,NUMERIC_RESULT,Two models ... screening the same corpus under the same protocol disagreed on \pctAdjudicate{} [21.5%] of decisions ($\kappa = \kappaThree{}$ [0.71]) (main.tex abstract L64-65); 'Raw agreement was \rawAgree{} [83.3%] ... leaving \nAdjudicate{} [292] decisions (\pctAdjudicate{} [21.5%]) requiring adjudication' (sections-method.tex L97-99).,DIVERGENT,"Counted directly over data/screening-decisions.csv (1,359 rows): passA_decision == passB_decision in 1,132 rows (83.3%, matching \rawAgree), so the two passes DISAGREED on 227 rows = 16.7%, not 21.5%. The 292 figure is the count of rows whose 'agreement' column reads 'needs_adjudication' (Counter: agree 1067, needs_adjudication 292), and 65 of those 292 are rows where the two passes gave the SAME ",R2,"21.5% is the adjudication-workload rate, not the inter-pass disagreement rate (16.7%); the abstract states it as the latter."
PAPER-1-SELF,A0_paper_1_self,numeric6,NUMERIC_RESULT,"Full results, including the confusion matrix, are in \texttt{data/CODING-RELIABILITY-RESULTS.md} (sections-method.tex L189-190).",CONTRADICTED,"data/CODING-RELIABILITY-RESULTS.md exists and is 98 lines; it was read in full. It contains three summary tables (per-dimension reliability L17-28, the collapsed human-role row L46-48, the collapsed headline quantities L62-66) and at L35 the sentence 'The confusion matrix is dominated by a single cell: 50 of 149 papers coded NONE_CLAIMED originally were re-coded UNSPECIFIED. Every other off-diagon",R2,"The named file exists but does not contain the confusion matrix the paper cites, and the per-paper double-coding data behind all of Section 3.5 is not released."
PAPER-1-SELF,A0_paper_1_self,numeric7,NUMERIC_RESULT,We harvested arXiv metadata via the public API using 42 query strings in three families (sections-method.tex L67-68).,DIVERGENT,"code/harvest.py defines a QUERIES dict (L41) whose entries were counted at 44, and data/HARVEST_MANIFEST.md lists 44 named query rows in its per-query table (qf1_* 22, qf2_* 11, qf3_* 11 = 44; full key list extracted and counted). The paper states 42. The manifest is the file the same sentence points to ('Per-query counts, including the absence of truncation, are recorded in the released harvest m",R2,44 query strings in both harvest.py and the released manifest against 42 in the prose; the number is hand-typed rather than macro-generated.
PAPER-1-SELF,A0_paper_1_self,numeric8,NUMERIC_RESULT,"Every headline rate in numbers.tex is derived from the released CSVs by code/analyze.py -- \nCorpus{} 807, \pctAuditNone{} 55%, \pctHeldOut{} 5%, \pctRealWorld{} 11%, \pctHumanUnspec{} 71%, \pctBenchMetric{} 71%, \pctRepo{} 61%, \pctRepoAbstract{} 19%, \nDiscovery{} 58, \pctDiscRealWorld{} 50%, \pctDiscAudit{} 36%.",SUPPORTED,"paper/numbers.tex was backed up, `python code/analyze.py` was re-run against the released data/*.csv, and the regenerated paper/numbers.tex diffed BYTE-IDENTICAL to the committed one (data/RESULTS.md likewise identical). Independent recount over data/coded-corpus.csv (807 rows, matching \nCorpus): D6=='NONE' 444 = 55.02%; HELD_OUT_TRANSFER in D5 37 = 4.58% (5%); REAL_WORLD in D5 86 = 10.66% (11%);",R2,For the macro-backed numbers the claim holds exactly: numbers.tex regenerates bit-for-bit from the released CSVs and every headline rate recounts correctly.
PAPER-1-SELF,A0_paper_1_self,numeric9,NUMERIC_RESULT,Quarterly output grew roughly \growthFactor{} [40]-fold (\firstQn{} [6] papers in \firstQ{} [2024 Q1] to \peakQn{} [241] in \peakQ{} [2026 Q2]) ... The partial quarter \partialQ{} [2026 Q3] already contains \partialQn{} [49] papers from July alone. (main.tex L45-46; sections-results.tex L7-9),SUPPORTED,"Recomputed quarters from the first_submitted column of data/coded-corpus.csv using the same bucketing as code/analyze.py L349-350: 2024Q1 6, 2024Q2 14, 2024Q3 16, 2024Q4 22, 2025Q1 28, 2025Q2 73, 2025Q3 79, 2025Q4 115, 2026Q1 163, 2026Q2 241, 2026Q3 49. 241/6 = 40.17, rounding to the stated 40; first quarter 2024Q1 = 6, peak full quarter 2026Q2 = 241, partial 2026Q3 = 49. All five macros match the",R2,"The growth figures are exactly reproducible; 2024Q1 to 2026Q2 is ten quarters inclusive, so 'nine quarters' of growth is the correct reading."
PAPER-1-SELF,A0_paper_1_self,reflexive1,SELF_APPLICATION,"""Five failures were logged. We report them with rates because rates are what the literature we mapped almost never provides."" (paper/sections-reflexive.tex:43); repeated as ""an error of the kind we made five times in a single project"" (sections-reflexive.tex:102) and ""Conducting the review produced five logged failures in one project"" (sections-close.tex, Conclusion).",CONTRADICTED,"process-log/errors.md contains FOURTEEN numbered entries, not five: `grep -c ""^## #"" process-log/errors.md` = 14 (entries #1-#14, headers at lines 13, 36, 56, 73, 95, 130, 155, 181, 207, 242, 262, 289, 311, 338). Six of these (#1-#6) are dated 2026-07-25 and belong to the review itself, so even the narrowest reading of 'the review' yields six, not five. The taxonomy in sections-reflexive.tex cover",R2,"The paper's stated failure count (five) is under half the count in its own released error log (fourteen), and the omitted review-phase entry is the most serious one."
PAPER-1-SELF,A0_paper_1_self,reflexive2,SELF_APPLICATION,"""every failure we logged was caught by a mechanical check that cost almost nothing"" (paper/sections-reflexive.tex:90); abstract: ""every one of our own failures was caught by a cheap reconciliation check, and none would have been visible in the finished paper"" (paper/main.tex:73).",CONTRADICTED,"process-log/errors.md #14 (line 155, '2026-07-31 - Paper v2 - Headline claim stated more strongly than n supports') records under 'How caught': 'An external reader's critique of the published v2, not by us. This is the first substantive error in the project found from outside.' Its 'Consequence' reads: 'A published paper asserted a difference its own data did not support' - i.e. the failure was NO",R2,"The flagship reflexive claim - that every logged failure fell to a cheap internal check and none reached the finished paper - is refuted by error-log entry #14, which was caught externally after publication."
PAPER-1-SELF,A0_paper_1_self,reflexive3,SELF_APPLICATION,"""Agents instructed to emit exactly one record per input item occasionally emitted fewer, at a measured rate of 0.5\% in screening (7 of 1,359) and 0.4\% in coding (3 of 811)."" (paper/sections-reflexive.tex:53-54); abstract-level restatement: ""Structured extraction silently dropped items at a measured rate of 0.4--0.5\%.""",NOT_LOCATED,"The screening half is supported: process-log/errors.md #3 (line 56) records '7 of 1,359 papers (0.5%) were missing a screening decision ... 5 missing pass B, 2 missing pass A'. The coding half (3 of 811, 0.4%) appears in no released file. Searches performed on the working copy at C:\github\arxiv-frontier: `grep -rn ""811"" process-log/` returns only timeline.md:104 and :108 (corpus size, not a drop ",R2,A measured failure rate reported in the paper's error taxonomy has no counterpart in the error log that the paper says contains every failure.
PAPER-1-SELF,A0_paper_1_self,reflexive4,SELF_APPLICATION,"""a record of every point where the human co-author intervened"" (paper/sections-intro.tex:66); ""The human co-author's interventions are logged individually."" (paper/sections-reflexive.tex, 'What the human did').",CONTRADICTED,"process-log/human-interventions.md contains six entries (`grep -c ""^## #""` = 6), ALL dated 2026-07-25, and its last commit is a9cb1d5 (2026-07-25) per `git log -1 -- process-log/human-interventions.md`, while the repository has 37 commits running to 2026-08-18. The repository's own released timeline records a later human intervention with no entry in the log: process-log/timeline.md:117-124 ('Zeno",R2,The intervention log stops on the project's first day; the released timeline itself documents a later human decision that the log does not contain.
PAPER-1-SELF,A0_paper_1_self,reflexive5,SELF_APPLICATION,"""Nothing was reconstructed after the fact and nothing was deleted."" (paper/sections-reflexive.tex:7); intro variant: ""nothing was removed for looking bad"".",SUPPORTED,"The no-deletion half is directly evidenced by git history on the working copy. `git log --follow -p -- process-log/errors.md | grep -c ""^-[^-]""` returns 0; the same command on process-log/human-interventions.md and process-log/timeline.md also returns no removed content lines. Across the full history of all three logs, no line was ever deleted - every change is an append. Corroborating internal ev",R2,"Verified deterministically from git: nothing has ever been removed from the three process logs, including entries damaging to the authors."
PAPER-1-SELF,A0_paper_1_self,reflexive6,SELF_APPLICATION,"""Every step was logged as it happened: a contemporaneous timeline, an error log of the AI's own failures, and a record of every point where the human co-author intervened."" (paper/sections-intro.tex:65-66); ""Three logs were kept contemporaneously and are released in full"" (sections-reflexive.tex:5-6).",DIVERGENT,"The timeline exists and is contemporaneous for the stages it covers, but it does not cover the work this version of the paper reports. process-log/timeline.md ends at '## 2026-07-26 - Session 2: publication' (line 113) and its final bullet lists remaining work; `git log -1 -- process-log/timeline.md` = c8c6254, 2026-07-26. Meanwhile errors.md carries entries #13 and #14 dated 2026-07-31, committed",R2,"Of the three logs said to be kept contemporaneously, only the error log was maintained past the paper's first version."
PAPER-1-SELF,A0_paper_1_self,reflexive7,SELF_APPLICATION,"""Every number in the paper is generated into a macro file by the analysis script; none is transcribed by hand."" (paper/sections-close.tex:287-288, Data, code and artifact availability).",CONTRADICTED,"paper/sections-reflexive.tex - the section carrying the paper's self-application evidence - hand-types at least eight numbers as literals rather than macros: line 46 '106' (milliseconds); lines 53-54 '0.5\%', '7 of 1{,}359', '0.4\%', '3 of 811'; line 64 '2{,}336'; line 70 '21.5\%'; line 78 '183'. None of these is defined in paper/numbers.tex (the generated macro file contains no error-log or failu",R2,"The completeness claim fails precisely in the reflexive section, where every failure statistic is a hand-typed literal outside the generated macro file."
PAPER-1-SELF,A0_paper_1_self,reflexive8,SELF_APPLICATION,"""Two models from the same family ... screening the same corpus under the same protocol disagreed on \pctAdjudicate{} [21.5\%] of decisions ($\kappa = 0.71$)"" (paper/main.tex:65); method: ""Raw agreement was \rawAgree{} [83.3\%] ... leaving \nAdjudicate{} [292] decisions (\pctAdjudicate{} [21.5\%]) requiring adjudication"" (paper/sections-method.tex:97-99); reflexive: ""The \nAdjudicate{} contested de",DIVERGENT,"Recomputed deterministically from data/screening-decisions.csv (1,359 rows): exact three-way label match between passA_decision and passB_decision = 1,132/1,359 = 83.3\% (matches \rawAgree and data/RESULTS.md line 16, 0.833). Actual disagreements are therefore 1,359 - 1,132 = 227 = 16.7\%, not 21.5\%. The 292 figure (21.5\%) is the count of rows with agreement=='needs_adjudication', which by code/",R2,"21.5\% is the adjudication rate, not the disagreement rate; the released data gives 227 (16.7\%) genuine disagreements because 65 adjudicated cases were agreed-borderline."
PAPER-1-SELF,A0_paper_1_self,reflexive9,SELF_APPLICATION,"""The human co-author overruled the AI's most consequential scope judgment, and was right to; that single reversal changed the corpus by 183 papers."" (paper/sections-intro.tex); ""Re-screening the affected set moved 183 papers into the corpus"" (sections-method.tex).",SUPPORTED,Attested contemporaneously in process-log/timeline.md:102-104: 'A2b applied: 253 affected papers re-screened under revised BR7 (the 175 EC9 exclusions plus 78 more found by a text-match sweep for deep-research vocabulary routed to other codes); 183 flipped to include. **Final corpus: 811 papers.**' This reconciles the apparent discrepancy with process-log/human-interventions.md #4.3 ('the 175 excl,R2,"The single most consequential human intervention is logged accurately and reconciles across three files, though the pre-override screening state is not released for recomputation."
PAPER-1-SELF,A0_paper_1_self,release1,ARTIFACT_RELEASE,"Everything needed to reproduce this paper is released: the harvest script and manifest, the full candidate corpus, both layers of screening decisions with per-paper justifications, the coded corpus, the artifact-verification results, the analysis and figure scripts, the protocol with all amendments, and the three process logs.",SUPPORTED,"Every named item exists in the tracked tree and was counted, not skimmed. C:\github\arxiv-frontier\code\harvest.py; data/HARVEST_MANIFEST.md (44 per-query rows, 'Unique papers after dedup: 1426'); data/candidates.csv = 1426 data rows (matches \nHarvest 1,426); data/screening-decisions.csv = 1359 rows with passA_justification and passB_justification both non-empty in 1359/1359; data/screening-final",R2,The enumerated release list is complete and the row counts match the paper's macros exactly.
PAPER-1-SELF,A0_paper_1_self,release2,ARTIFACT_RELEASE,we release the pipeline rather than only the findings ... python code/analyze.py  # all statistics -> data/RESULTS.md + paper/numbers.tex; python code/figures.py  # figures/,SUPPORTED,"Executed both stages in the checked-out repo at commit 94c1f3f. `python code/analyze.py` exited 0 and rewrote data/RESULTS.md and paper/numbers.tex byte-identically (git status showed no modification to either file afterwards). `python code/figures.py` exited 0, printed 'figures from 807 coded papers, 811 artifact checks' and regenerated fig1-growth, fig2-stages-autonomy, fig3-verification, fig4-c",R2,The analysis-to-figures half of the pipeline genuinely reruns from the released CSVs with no hidden inputs.
