arxiv_id,area,claim_id,claim_type,claim_text,verdict,evidence,level_reached,note
2405.17631,A3_end_to_end,c4,DATASET,"Reproducibility statement: the required prompts are included in the repository and all datasets are available, the only exception being the unpublished CAR-T dataset.",SUPPORTED,"datasets/task_prompts/ holds 8 JSON task prompts (Carnevale22_Adenosine, Horlbeck, IFNG, IL2, Sanchez21, Sanchez21_down, Scharenberg22, Steinhart_crispra_GD2_D22), e.g. IFNG.json = {'Task': 'identify genes that regulate the production of Interferon-gamma (IFNG)', 'Measurement': 'the log fold change in Interferon-gamma (IFNG) normalized read counts'}, matching the Figure 1b prompt. datasets/ ships ",R2,"The repo additionally ships ground_truth_Steinhart_crispra_GD2_D22.csv (18,797 rows; prompt describes an HA GD2 CAR condition), whose relationship to the paper's unpublished CAR-T dataset I could not settle, so I make no finding either way on it."
2405.17631,A3_end_to_end,c5,NUMERIC_RESULT,"The two-gene task uses a screen of 100,576 gene pairs (Horlbeck et al. 2018), and the Scharenberg et al. (2023) dataset contains data for 1061 perturbations.",SUPPORTED,"Deterministic row counts of the released files (csv.reader, header excluded): datasets/ground_truth_Horlbeck.csv = exactly 100,576 data rows (header ['Gene_pairs','Score'], first row ""('AARS2', 'AATF')"",0.360710432561); datasets/ground_truth_Scharenberg22.csv = exactly 1,061 data rows (header ['Gene','Score']). For context the other screens count 18,418 (IFNG), 18,940 (IL2), 18,862 (Carnevale), 18",R2,"Both figures match the released artifact exactly, not approximately."
2405.17631,A3_end_to_end,c6,SELF_APPLICATION,"BioDiscoveryAgent was actually run as a closed loop over multiple experimental rounds and multiple repeat runs, producing the predictions and hit ratios reported in the paper.",SUPPORTED,"Residue of real runs is committed on the 'reproduce' and 'andrew_refactor' branches. analysis/combo_analysis.ipynb (reproduce branch) contains an executed cell whose saved output is the verbatim content of an agent run log read back from disk: [b'===================prompt=====================', b'Human: Step 0', b'You are a scientist working on problems in drug discovery.', b'Research Problem: I a",R2,"The raw per-run log directories are not committed (master's 49-file tree has none, and the notebooks read the authors' cluster paths /dfs/user/yhr/...), but executed notebook outputs preserve genuine run residue."
2405.17631,A3_end_to_end,c7,NUMERIC_RESULT,"BioDiscoveryAgent (Claude 3.5 Sonnet, No-Tools) reaches round-5 hit ratios of 0.095 (Schmidt1), 0.104 (Schmidt2), 0.130 (CAR-T) and 0.326 (Scharenberg), averaged over 10 runs - a 21% average improvement over the best baseline.",NOT_LOCATED,"Searches performed: (1) full recursive trees of all four branches (master 49 entries, reproduce 76, refactor 23, andrew_refactor 37) grepped case-insensitively for log|result|output|run|sampled|traj|.npy - the only matches are the 8 datasets/topmovers_*.npy ground-truth hit lists; no log_dir, no {model}_{data}/test/sampled_genes_{rounds}.npy of the kind analyze.py requires (analyze.py prints ""ERRO",R2,"A statement about my search only: the headline agent numbers are most likely computed on the authors' cluster outputs (/dfs/user/yhr/...) that were never committed, and no absence of evidence here weighs against the paper."
2408.06292,A3_end_to_end,c1,ARTIFACT_RELEASE,"""Our code is open-sourced at https://github.com/SakanaAI/AI-Scientist."" (abstract)",SUPPORTED,"SakanaAI/AI-Scientist, main branch, git-tree recursive listing: 2326 blobs. Top-level files launch_scientist.py, requirements.txt, README.md, LICENSE; top-level directories ai_scientist/, templates/, example_papers/, review_iclr_bench/, review_ai_scientist/, data/, docs/, experimental/. Pipeline modules present at ai_scientist/generate_ideas.py, ai_scientist/perform_experiments.py, ai_scientist/pe",R2,"The repository attached to this record was paul-gauthier/aider (the Aider coding assistant the paper depends on), not the paper's own artifact, so all verification below was performed against the repository the paper itself declares."
2408.06292,A3_end_to_end,c2,SELF_APPLICATION,"The AI Scientist runs the complete loop autonomously - generating ideas, writing and executing code, producing plots, writing a full LaTeX paper and then reviewing it - and ""the generated paper and experimental artifacts The AI Scientist produces allow us to easily interpret and judge its findings post-hoc"".",SUPPORTED,"example_papers/ contains 10 subdirectories, each holding the residue of a completed run rather than only code. For example_papers/adaptive_dual_scale_denoising/: ideas.json (the generated idea archive), 20240802_090035_adaptive_dual_scale_denoising_aider.txt (the coding-agent transcript), run_0/ through run_5/ each with final_info.json (executed experiment results), notes.txt (the experimental jou",R2,"This is the strongly positive case for this archetype: the repository ships the run residue of every stage of the loop, not merely orchestration code."
2408.06292,A3_end_to_end,c3,NUMERIC_RESULT,"Table 2 lists 10 selected papers generated by The AI Scientist across 3 different templates (2D Diffusion, NanoGPT, Grokking).",SUPPORTED,"Exactly 10 PDFs at example_papers/*.pdf and exactly 10 subdirectories: adaptive_dual_scale_denoising, grid_based_noise_adaptation, gan_diffusion, dual_expert_denoiser, multi_style_adapter, rl_lr_adaptation, weight_initialization_grokking, layerwise_lr_grokking, mdl_grokking_correlation, data_augmentation_grokking. README.md lists these ten by the same titles used in Table 2 and in the same order (",R2,"The wider claim of ""hundreds of papers over the course of a week"" is not held in-repo; README.md points to an external Google Drive folder for all runs, which was not counted here."
2408.06292,A3_end_to_end,c4,NUMERIC_RESULT,"Table 3 (Diffusion Modeling, Claude Sonnet 3.5): 51 total ideas, 49 novel ideas, 38 completed papers, mean reviewer score 3.82, max 6.0.",SUPPORTED,"example_papers/adaptive_dual_scale_denoising/ideas.json parsed as JSON: 51 entries, of which 49 have ""novel"": true and 2 have false. review_ai_scientist/diffusion/claude-runs_ratings.csv parsed as CSV: 38 data rows; mean of the Overall column = 3.82, max = 6.",R2,"Row counts in the sibling CSVs (gpt4o 17, deepseek 28, llama3.1 20) differ slightly from Table 3's Completed Papers column (16, 31, 21) although their means match (3.71/3.70, 3.32, 2.30); the CSV population may be the reviewed rather than the completed set, so no divergence is asserted."
2408.06292,A3_end_to_end,c5,NUMERIC_RESULT,"""we verified that the main numerical results in Table 1 of the generated paper exactly match the experimental logs ... the results are accurately compared to the baseline (e.g. 12.8% reduction in KL on the dinosaur dataset)"" and ""Dino: 12.8% reduction (from 0.989 to 0.862)"", ""Moons: ... (from 0.090 to 0.093)"".",SUPPORTED,"example_papers/adaptive_dual_scale_denoising/run_0/final_info.json gives dino kl_divergence = 0.9891262038552158 and moons kl_divergence = 0.08958379744366118 (3 d.p.: 0.989 and 0.090). example_papers/adaptive_dual_scale_denoising/run_4/final_info.json gives dino = 0.86225662824108 and moons = 0.0932545268570889 (3 d.p.: 0.862 and 0.093). (0.9891262 - 0.8622566) / 0.9891262 = 12.83%, i.e. the quot",R2,Both the baseline and the improved figures quoted in the paper reproduce exactly from the released per-run result JSONs.
2408.06292,A3_end_to_end,c6,DATASET,The automated reviewer was evaluated against ground truth for 500 ICLR 2022 papers extracted from the publicly available OpenReview dataset (Table 1).,SUPPORTED,"review_iclr_bench/ratings_subset.tsv fetched and line-counted: 501 non-empty lines = 1 header (paper_id, 0..6, decision) + exactly 500 paper rows. review_iclr_bench/llm_reviews/ holds 6 CSVs whose filenames correspond to the Table 1 configurations (gpt-4o pages_all; gpt-4o reflect_5; gpt-4o reflect_5_ensemble_5; gpt-4o fewshot_1_reflect_5_ensemble_5; claude-3-5-sonnet reflect_5_ensemble_5; gpt-4o-",R2,"review_iclr_bench/iclr_parsed/ holds 1019 parsed paper .txt files, a superset from which ratings_subset.tsv selects the 500 evaluated papers."
2408.06292,A3_end_to_end,c7,METHOD_COMPONENT,"The AI Scientist is ""the first fully automated and scalable pipeline for end-to-end paper generation"", with three phases (Idea Generation, Experimental Iteration, Paper Write-up) plus automated review, evaluated on three templates.",SUPPORTED,"launch_scientist.py imports and chains generate_ideas and check_idea_novelty (ai_scientist/generate_ideas.py), then per-idea calls perform_experiments, perform_writeup and perform_review inside do_idea/worker, driven by a single argparse command; README.md documents the whole run as one invocation: `python launch_scientist.py --model ""gpt-4o-2024-05-13"" --experiment nanoGPT_lite --num-ideas 2`, wi",R2,"README.md documents human setup before a run (data/*/prepare.py, a per-machine baseline `run_0`, API keys, and choosing the template via --experiment) but no per-stage human step inside the loop, which is consistent with the paper's own framing of being given a starting template."
2409.16876,A3_end_to_end,c1,ARTIFACT_RELEASE,"To facilitate future work, we have open-sourced our framework at https://github.com/Guoxs/TR-Agent.",SUPPORTED,"github.com/Guoxs/TR-Agent (default branch 'master'; 'main' returns 404 on raw.githubusercontent). 107 files present, including README.md with a Quick Start (conda env create -f environment.yml; python research_agent.py --task_name IDM), environment.yml, LICENSE, and the Agents/ package (research_agent.py, idea_generator.py, code_generator.py, analyzer.py, evaluators/, dataloader/, prompts/).",R2,The repository is public and contains a runnable framework matching the paper's described architecture.
2409.16876,A3_end_to_end,c2,SELF_APPLICATION,"TR-Agent autonomously develops and refines traffic models through a closed-loop iterative process (idea generation, theory formulation, theory evaluation, iterative optimization), validated on IDM, MOBIL and LWR; complete logs of these iterative improvements and more improvement examples can be found in our open-source repository.",SUPPORTED,"logs/ contains 54 run logs, counted exactly from the complete (untruncated, n_files=107) file listing: 14 under logs/IDM/, 20 under logs/LWR/, 20 under logs/MOBIL/, all named gpt-4-turbo_<timestamp>.log. Three are marked *_case_study: logs/IDM/gpt-4-turbo_2024-09-05-13-55-11_case_study.log, logs/LWR/gpt-4-turbo_2024-08-01-15-05-08_case_study.log, logs/MOBIL/gpt-4-turbo_2024-08-06-17-29-52_case_stu",R2,"This is residue of actual runs, not just orchestration code: the loop demonstrably closed for all three models, with failed iterations preserved alongside successes."
2409.16876,A3_end_to_end,c3,NUMERIC_RESULT,"IDM case study: baseline overall MAE 4.385 (free driving 4.00, following 5.16, closing in 5.53, emergency braking 2.85); V1 14.35%, V2 18.49%, final 26.11% improvement; target improvement threshold 25% with a maximum of 10 iterations per trial.",SUPPORTED,"logs/IDM/gpt-4-turbo_2024-09-05-13-55-11_case_study.log: 'Base model total loss: 4.385'; per-scenario baseline losses free driving 4.0021, following 5.1611, closing in 5.5264, emergency braking 2.8521; improve rate list contains 14.35, 18.49 and a terminal 26.11 followed by 'Improved model found!'. The same log's Configurations line reads improve_rate 0.25 and max_iter 10.",R2,"The 14.35%/18.49%/26.11% figures are iterations 6, 8 and 9 of the logged 10-iteration trial (the paper's Figure 7 caption states it shows two selected representative intermediate results); the shipped default in Agents/config.py is improve_rate 0.5, so reproducing this run needs the 0.25 recorded in"
2409.16876,A3_end_to_end,c4,METHOD_COMPONENT,"TR-Agent comprises four modules -- Idea Generator, Code Generator, Evaluator and Analyzer -- forming a closed loop in which the Analyzer feeds structured failure feedback and new questions back into an Idea Refinement Prompt for the next iteration.",SUPPORTED,"Agents/idea_generator.py, Agents/code_generator.py, Agents/analyzer.py, Agents/evaluators/{IDM,MOBIL,LWR}_evaluator.py. Agents/research_agent.py wires them: it calls evaluator.evaluate_baseline(), then per iteration idea_generator.run(), code_generator.generate_code(), evaluator.evaluate(), and on failure analyzer.analyse_failure() returning (improve_advice, new_questions) which are injected into ",R2,Module decomposition and the feedback loop in the released code match the paper's Section 3 description line for line.
2409.16876,A3_end_to_end,c5,METHOD_COMPONENT,To enrich the LLM's context we adopt a Retrieval-Augmented Generation mechanism enabling access to both offline academic literature and online traffic modeling resources.,SUPPORTED,"Agents/idea_generator.py implements load_offline_document(), which reads PDFs from config offline_paper_path, chunks them, builds FAISS vector stores with OpenAI embeddings and wraps the retrievers as agent tools, and instantiates a TavilySearchResults tool for online search; both are assembled in make_tools(). The offline corpus is shipped: papers/ holds 14 PDFs (6 under papers/IDM/, 4 under pape",R2,"Retrieval is gated by 'if self.use_rag: self.tools = self.make_tools() else: self.tools = []' and Agents/config.py ships use_RAG: False, consistent with the paper's Section 5.4 ablation on the role of literature retrieval."
2409.16876,A3_end_to_end,c6,DATASET,"We collected a dataset with 7960 car-following events on urban expressways in Shanghai to evaluate the refined models, randomly selecting 20% of the events for calibration and the remaining 80% for validation.",NOT_LOCATED,"The Shanghai file itself is released as datasets/IDM/SH_Fol_with_state.pkl, but I could not locate the figure 7960 anywhere in the artifact. Searches performed: read the complete 107-entry file listing (no counts file, no data card beyond datasets/README.md); fetched datasets/README.md (describes IDM/LWR/MOBIL contents and points to a Google Drive folder for the full datasets, gives no event count",R2,The 20%/80% split IS evidenced: IDM_dataloader.py assigns all_dataset[:int(len*0.2)] to the calibration set and the remainder to validation.
2409.16876,A3_end_to_end,c7,EXTERNAL_VALIDATION,"Table 1: cross-dataset generalization of the TR-Agent-refined IDM over six FollowNet benchmark datasets, with spacing MAE 28.22 (Lyft), 14.85 (NGSIM), 29.74 (SPMD1), 26.95 (SPMD2), 9.18 (Waymo), 3.47 (HighD) versus IDM baselines of 45.61/19.66/35.28/31.2/15.7/8.96, alongside OVM, FVD and ACC comparisons.",NOT_LOCATED,"Searches performed: the complete 107-file listing contains no results/, outputs/ or benchmark directory, no CSV/JSON/notebook of per-dataset metrics, and no script for the multi-dataset or OVM/FVD/ACC baseline comparison -- only Agents/evaluators/{IDM,MOBIL,LWR}_evaluator.py, which Agents/config.py points at the single dataset_name 'SH_Fol'. datasets/ ships only HighD_{train,test}_data_with_state_",R2,"The generalization evaluation appears to live outside the released tree (test data externally hosted), so this is a statement about my search, not about the numbers."
2411.11910,A3_end_to_end,c1,ARTIFACT_RELEASE,"Footnote 1, page 1: ""Code is released at https://github.com/AgentForceTeamOfficial/Baby-AIGS"".",CONTRADICTED,"The named repository resolves and is public, but its own README.md states ""Please stay tuned for code release!"". The complete recursive git tree of the sole branch (api.github.com/repos/AgentForceTeamOfficial/Baby-AIGS/git/trees/main?recursive=1, truncated=false) returns exactly 3 entries: README.md, paper/, paper/AIGS_Milestone1.pdf. /branches lists one branch, main. The full commit log (9 commit",R2,"The artifact's own README asserts the code is not yet released, which directly conflicts with the paper's statement that it is."
2411.11910,A3_end_to_end,c2,SELF_APPLICATION,"""We apply BABY-AIGS across three tasks: data engineering, self-instruct alignment, and language modeling. Preliminary experimental results indicate that BABY-AIGS can autonomously produce meaningful scientific discoveries from automated falsification"" - i.e. the full research loop (proposal, experiment, review, falsification) ran end to end.",UNVERIFIABLE,"The repository holds no run residue of any kind. Full tree (3 entries: README.md, paper/, paper/AIGS_Milestone1.pdf) contains no logs/, results/, outputs/, runs/, experiments/, ideas/, or trajectory files; no JSON/JSONL result files; no generated figures beyond the PDF; no checkpoints. Searched: recursive git tree on branch main (only branch), org repo listing for AgentForceTeamOfficial (only UA2-",R2,A stub repository cannot evidence a closed loop either way; the multi-turn agent logs the paper describes as the FalsificationAgent's input were not released.
2411.11910,A3_end_to_end,c3,METHOD_COMPONENT,"Section 3.2/3.3.5: BABY-AIGS implements a FALSIFICATION AGENT that takes the multi-turn log of all other agents, hypothesises key factors, and designs and conducts T ablation experiments to verify them.",UNVERIFIABLE,"No implementation files exist to inspect. Recursive tree of AgentForceTeamOfficial/Baby-AIGS@main returns only README.md and paper/AIGS_Milestone1.pdf; no .py, .yaml, or prompt files. Attempted raw fetches are moot given the complete 3-entry tree listing.",R2,"The agent roles are described in the paper and its bundled PDF only, with no released code."
2411.11910,A3_end_to_end,c4,METHOD_COMPONENT,"Section 3.3.1 and Figure 5: a Domain-Specific Language with pre-defined grammars and an EXPAGENT interpreter that translates DSL into executable code, instantiated for the three research topics.",UNVERIFIABLE,"No DSL grammar, interpreter, or schema file is present. Complete tree of the only branch (main) of AgentForceTeamOfficial/Baby-AIGS is README.md, paper/, paper/AIGS_Milestone1.pdf.",R2,"The DSL is specified in the paper's Figure 5 and Appendix B, neither of which is a machine-checkable artifact."
2411.11910,A3_end_to_end,c5,EXTERNAL_VALIDATION,"Abstract and Section 3.5: BABY-AIGS produces meaningful scientific discoveries ""though not on par with experienced human researchers"", supported by human evaluation (Appendix B.1 guidelines for human evaluators).",UNVERIFIABLE,"Neither the generated research outputs nor the human evaluation instrument or scores are released. Searched the full repository tree (3 entries, no data/ or eval/ directory) and https://agent-force.github.io/AIGS/, which shows summary tables and figures on the page but offers no downloadable evaluation records.",R2,Quality judgements of generated research cannot be checked without both the outputs and the review artifacts.
2411.11910,A3_end_to_end,c6,ARTIFACT_RELEASE,"Footnote 1, page 1: ""Official Website: https://agent-force.github.io/AIGS/"".",SUPPORTED,"https://agent-force.github.io/AIGS/ resolves and serves a project page presenting the three research tasks (Data Engineering, Self-Instruct Alignment, Language Modeling) with result tables, linking to arxiv.org/abs/2411.11910 and to github.com/AgentForceTeamOfficial/Baby-AIGS.",R2,"The website exists as stated, though it hosts presentation material rather than run artifacts."
2412.07978,A3_end_to_end,c1,ARTIFACT_RELEASE,"""We adopted the LeeQ software [63], originally used to control superconducting quantum processors in the lab, to work with the k-agents system and provided it with additional multimodal information to determine the success or failure of the experiments.""",SUPPORTED,"github.com/ShuxiangCao/LeeQ is public and non-empty (564 files). requirements.txt pins ""k_agents @ git+https://github.com/EvoEvolver/k_agents"" and ""MinimalLLM @ git+https://github.com/EvoEvolver/MinimalLLM""; leeq/utils/ai/translation_agent.py imports k_agents.translation.agent.prepare_translation_agents; README.md advertises ""Agent-ready experiments ... through the k-agents integration"" and links ",R2,The LeeQ side of the system is released here; the k-agents framework itself lives in a separate repository (EvoEvolver/k_agents) that was outside the scope of this check.
2412.07978,A3_end_to_end,c2,METHOD_COMPONENT,"Laboratory knowledge is injected as natural-language procedure documents and as inspection knowledge attached to plotting functions by a Python decorator, into which users ""can add example figures"" (few-shot visual inspection).",SUPPORTED,"leeq/experiments/procedures/calibration.md and leeq/experiments/procedures/two_qubit_calibration.md are natural-language procedures (Background + Steps, e.g. Ramsey at offsets 10/1/0.1 MHz with ""Retry 3 times if failed""), loaded by init_leeq_translation_agents(document_root=""/procedures"") in leeq/utils/ai/translation_agent.py. 23 @visual_inspection decorators occur under leeq/ (e.g. leeq/experimen",R2,Both the procedure-document and the few-shot visual-inspection interfaces are present with their example images committed.
2412.07978,A3_end_to_end,c3,DATASET,"""We prepare a test set containing 80 instructions from 8 experiments to be translated"" and ""In our setup with 17 code translation agents"".",SUPPORTED,"benchmark/exp_recall/embedding_search_benchmarking.py: the experiment_prompt dict has exactly 8 keys (T2, Drag, GMM, Ramsey, Rabi, Pingpong, T1, RB1Q), each with exactly 10 instruction strings = 80 instructions (counted line by line, lines 18-116). Translation agents are built for classes carrying _experiment_result_analysis_instructions (selector lambda in leeq/utils/ai/translation_agent.py); gre",R2,"Exact counts, not summaries: 8 x 10 = 80 instructions and 17 active translation-agent definitions, both matching the paper."
2412.07978,A3_end_to_end,c4,NUMERIC_RESULT,"""Our results show that the GPT-4o model has the best performance and archives an accuracy of 97%"" in the instruction-translation benchmark (Figure 2(b)).",DIVERGENT,"benchmark/exp_recall/Embedding_benchmark_summary.ipynb carries stored execution outputs of that benchmark: a dataframe of 2400 rows (10 model/method configurations x 240 trials each, printed in cell 5) and an embedded 'Translation accuracy' bar figure (cell 4 output). The figure gives GPT-4o (Agents) = 97.08%, matching the paper's 97%, but the highest bar is Claude-3-Opus (Agents) = 99.17%, above ",R2,"The 97% value is confirmed exactly; only the superlative ""best performance"" differs from the released figure, in which Claude-3-Opus (Agents) scores 99.17%."
2412.07978,A3_end_to_end,c5,NUMERIC_RESULT,"""We found that providing example figures significantly improves accuracy. Additionally, we found that reports synthesized from multiple inspection agents can give better accuracy in some cases."" (Figure 3(b))",SUPPORTED,"benchmark/inspection/Inspection_benchmark_summary.ipynb holds stored outputs of the inspection benchmark (per-model/run-type success means in cell 8, e.g. anthropic full_image_few_shot 0.90000 vs full_image_zero_shot 0.63125) and an embedded 'Accuracy of visual inspection' figure: GPT-4o visual few-shot 96.9% vs visual zero-shot 80.0%; Claude-3-Opus combined few-shot 90.0% vs visual few-shot 88.1%",R2,"Both the few-shot improvement and the qualified ""in some cases"" combination benefit are visible in the committed benchmark notebook outputs."
2412.07978,A3_end_to_end,c6,SELF_APPLICATION,"The execution agent decomposes a natural-language procedure into an agent-based state machine, generates code per stage, calls inspection agents on the resulting figures, and uses their reports to drive state transitions and retries (closed-loop feedback).",SUPPORTED,"Residue of a complete agent-driven run is committed on branch ai_experiment (head 4c19e333f458ec0c8508f8872f8827b48095ea13) at notebooks/SimulatedSystem/AITuneUpDemo.ipynb (4.5 MB, 12 cells, 3 with stored outputs). Cell 10, AutoRun(prompt, dut=duts_dict['Q1']), stores 125 outputs logged 2024-07-09: 'Stage planning AI' emitting stages with next-step rules, 7 'Executing Stage...' blocks, 7 'Code gen",R2,"A full loop -- plan, generate, execute, inspect, retry, transition, finish -- is evidenced end to end, but on a simulated device and on a side branch rather than on main or the Patterns tag."
